Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus tubingensis,, NC_007597
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycodaceae, Hanseniaspora uvarum,, NC_007780
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, , Paracoccidioides brasiliensis,, NC_007935
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Clavicipitaceae, Metarhizium anisopliae,, NC_008068
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Glomerellales, Plectosphaerellaceae, Verticillium dahliae,, NC_008248
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus oryzae,, NC_008282
Dikarya, Basidiomycota, Ustilaginomycotina, Ustilaginomycetes, Ustilaginales, Ustilaginaceae, Ustilago maydis,, NC_008368
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium graminearum,, NC_009493
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Vanderwaltozyma polyspora,, NC_009638
Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporales, Phaeosphaeriaceae, Parastagonospora nodorum SN15,, NC_009746
Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Tilletiales, Tilletiaceae, Tilletia indica,, NC_009880
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Pleurotaceae, Pleurotus ostreatus,, NC_009905
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Debaryomyces hansenii,, NC_010166
Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Capnodiales, Mycosphaerellaceae, Zymoseptoria tritici,, NC_010222
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium proliferatum,, NC_010425
Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Tilletiales, Tilletiaceae, Tilletia walkeri,, NC_010651
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Cordycipitaceae, Beauveria bassiana,, NC_010652
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida neerlandica,, NC_011133
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Cordycipitaceae, Beauveria brongniartii,, NC_011194
Blastocladiomycota, Blastocladiomycota, , Blastocladiomycetes, Blastocladiales, Blastocladiaceae, Blastocladiella emersonii,, NC_011360
Fungi incertae sedis, Mucoromycota, Glomeromycotina, Glomeromycetes, Glomerales, Glomeraceae, Rhizophagus intraradices,, NC_012056
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces pastorianus Weihenstephan 34/70,, NC_012145
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariales, Sordariaceae, Neurospora intermedia,, NC_012412
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariales, Sordariaceae, Neurospora intermedia,, NC_012415
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Nakaseomyces delphensis,, NC_012619
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, [Candida] castellii,, NC_012620
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Nakaseomyces bacillisporus,, NC_012621
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, Arthrodermataceae, Trichophyton rubrum,, NC_012824
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, Arthrodermataceae, Trichophyton mentagrophytes,, NC_012826
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, Arthrodermataceae, Arthroderma uncinatum,, NC_012828
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, Arthrodermataceae, Nannizzia nana,, NC_012830
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Onygenales, Arthrodermataceae, Microsporum canis,, NC_012832
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Brettanomyces custersianus,, NC_013145
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Brettanomyces bruxellensis,, NC_013147
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Millerozyma farinosa,, NC_013255
Dikarya, Ascomycota, Taphrinomycotina, Pneumocystidomycetes, , Pneumocystidaceae, Pneumocystis carinii,, NC_013660
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida viswanathii,, NC_013809
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida maltosa,, NC_013830
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida sojae,, NC_013839
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Polyporaceae, Trametes cingulata,, NC_013933
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, , Candida subhashii,, NC_014337
Dikarya, Basidiomycota, Pucciniomycotina, Pucciniomycetes, Pucciniales, Phakopsoraceae, Phakopsora pachyrhizi,, NC_014344
Dikarya, Basidiomycota, Pucciniomycotina, Pucciniomycetes, Pucciniales, Phakopsoraceae, Phakopsora meibomiae,, NC_014352
Fungi incertae sedis, Mucoromycota, Glomeromycotina, Glomeromycetes, Glomerales, Glomeraceae, Rhizophagus irregularis,, NC_014489
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida alai,, NC_014612
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Trichomonascaceae, Groenewaldozyma salmanticensis,, NC_014613
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida jiufengensis,, NC_014693
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea angusta,, NC_014805
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium digitatum,, NC_015080
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Marasmiaceae, Moniliophthora roreri,, NC_015333
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Marasmiaceae, Moniliophthora roreri,, NC_015334
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Marasmiaceae, Moniliophthora roreri,, NC_015335
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Komagataella phaffii CBS 7435,, NC_015384
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Marasmiaceae, Moniliophthora roreri,, NC_015400
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, , Phialocephala subalpina,, NC_015789
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida frijolesensis,, NC_015814
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariales, Chaetomiaceae, Chaetomium thermophilum var. thermophilum DSM 1495,, NC_015893
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Ophiostomatales, Ophiostomataceae, Sporothrix schenckii,, NC_015923
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Dermateaceae, Marssonina brunnea f. sp. 'multigermtubi',, NC_015991
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Yarrowia galli,, NC_016116
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Yarrowia alimentaria,, NC_016124
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Yarrowia phangngaensis,, NC_016126
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Yarrowia deformans,, NC_016130
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium solitum,, NC_016187
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium solani,, NC_016680
Mucoromycota, Mucoromycota, Glomeromycotina, Glomeromycetes, Diversisporales, Gigasporaceae, Gigaspora margarita,, NC_016684
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium verticillioides,, NC_016687
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Eremothecium gossypii FDAG1,, NC_016756
Dikarya, Ascomycota, Pezizomycotina, Lecanoromycetes, Peltigerales, Peltigeraceae, Peltigera malacea,, NC_016955
Dikarya, Ascomycota, Pezizomycotina, Lecanoromycetes, Peltigerales, Peltigeraceae, Peltigera membranacea,, NC_016957
Mucoromycota, Mucoromycota, Glomeromycotina, Glomeromycetes, Diversisporales, Gigasporaceae, Gigaspora rosea,, NC_016985
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus fumigatus,, NC_017016
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus nidulans FGSC A4,, NC_017896
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium oxysporum,, NC_017930
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces paradoxus,, NC_018044
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida albicans,, NC_018046
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Lachancea kluyveri,, NC_018056
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus oryzae 3.042,, NC_018100
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariales, , Madurella mycetomatis,, NC_018359
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Omphalotaceae, Lentinula edodes,, NC_018365
Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Cryptococcus neoformans var. grubii H99,, NC_018792
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Magnusiomyces magnusii,, NC_020043
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Meruliaceae, Phlebia radiata,, NC_020148
Dikarya, Ascomycota, Taphrinomycotina, Pneumocystidomycetes, , Pneumocystidaceae, Pneumocystis jirovecii,, NC_020331
Dikarya, Ascomycota, Taphrinomycotina, Pneumocystidomycetes, , Pneumocystidaceae, Pneumocystis murina,, NC_020332
Dikarya, Basidiomycota, Pucciniomycotina, Microbotryomycetes, Microbotryales, Microbotryaceae, Microbotryum lychnidis-dioicae,, NC_020353
Dikarya, Basidiomycota, Pucciniomycotina, Microbotryomycetes, Microbotryales, Microbotryaceae, Microbotryum cf. violaceum BFL-2013,, NC_020354
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Cantharellales, Cantharellaceae, Cantharellus cibarius,, NC_020368
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Microascales, Ceratocystidaceae, Ceratocystis cacaofunesta,, NC_020430
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricales, Physalacriaceae, Flammulina velutipes,, NC_021373
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Cantharellales, Ceratobasidiaceae, Rhizoctonia solani,, NC_021436
Cryptomycota, Cryptomycota, , , , , Rozella allomycis,, NC_021611
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Polyporaceae, Ganoderma lucidum,, NC_021750
Mucoromycota, Mucoromycota, Glomeromycotina, Glomeromycetes, Glomerales, Glomeraceae, Glomus cerebriforme,, NC_022144
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea thermophila,, NC_022151
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida saraburiensis,, NC_022152
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida buenavistaensis,, NC_022153
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Meyerozyma guilliermondii,, NC_022154
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, , Candida santjacobensis,, NC_022155
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida pseudojiufengensis,, NC_022156
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida tetrigidarum,, NC_022157
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Pichia kluyveri,, NC_022158
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Barnettozyma californica,, NC_022159
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida tropicalis,, NC_022160
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Metschnikowiaceae, Clavispora lusitaniae,, NC_022161
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida oxycetoniae,, NC_022162
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Cyberlindnera jadinii,, NC_022163
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, [Candida] vartiovaarae,, NC_022164
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Pichiaceae, Ogataea philodendri,, NC_022165
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Wickerhamomyces pijperi,, NC_022166
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Cyberlindnera suaveolens,, NC_022167
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, , Candida sake,, NC_022168
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida theae,, NC_022169
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida labiduridarum,, NC_022170
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Wickerhamomyces mucosus,, NC_022171
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida corydali,, NC_022172
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida blackwelliae,, NC_022173
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida gigantensis,, NC_022174
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, [Candida] norvegica,, NC_022175
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida chauliodis,, NC_022176
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida bohioensis,, NC_022434
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Debaryomycetaceae, Candida prachuapensis,, NC_022435
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium circinatum,, NC_022681
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Cordycipitaceae, Beauveria pseudobassiana,, NC_022708
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Cordycipitaceae, Cordyceps militaris,, NC_022834
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Clavicipitaceae, Pochonia chlamydosporia,, NC_022835
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Polyporaceae, Ganoderma sinense,, NC_022933
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Xylariales, Hypoxylaceae, Annulohypoxylon stygium,, NC_023117
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, , Rhynchosporium agropyri,, NC_023125
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, , Rhynchosporium commune,, NC_023126
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, , Rhynchosporium orthosporum,, NC_023127
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, , Rhynchosporium secalis,, NC_023128
Dikarya, Basidiomycota, Ustilaginomycotina, Exobasidiomycetes, Microstromatales, , Jaminaea angkorensis,, NC_023248
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, , Acremonium chrysogenum,, NC_023268
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Glomerellales, Glomerellaceae, Colletotrichum lindemuthianum,, NC_023540
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Magnusiomyces ingens,, NC_024093
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Magnusiomyces tetraspermus,, NC_024094
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Magnusiomyces capitatus,, NC_024095
Mucoromycota, Mucoromycota, Mucoromycotina, , Mucorales, Lichtheimiaceae, Lichtheimia hongkongensis,, NC_024200
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Russulales, Bondarzewiaceae, Heterobasidion irregulare,, NC_024555
Mucoromycota, Mucoromycota, Mucoromycotina, , Mucorales, Mucoraceae, Parasitella parasitica,, NC_024944
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Helotiales, Sclerotiniaceae, Sclerotinia borealis,, NC_025200
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Kluyveromyces marxianus,, NC_025331
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus ustus,, NC_025570
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Dipodascaceae, Geotrichum candidum,, NC_025768
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium gerlachii,, NC_025928
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, , Sarocladium implicatum,, NC_026534
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariales, Sordariaceae, Neurospora crassa OR74A,, NC_026614
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Polyporaceae, Ganoderma meredithae,, NC_026782
Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Pleosporales, , Shiraia bambusicola,, NC_026869
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Aspergillus flavus,, NC_026920
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Hypocreales, Nectriaceae, Fusarium culmorum,, NC_026993
Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Polyporales, Polyporaceae, Ganoderma applanatum,, NC_027188
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Saccharomyces cerevisiae,, NC_027264
Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Glomerellales, Glomerellaceae, Colletotrichum acutatum,, NC_027280
Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Eurotiales, Aspergillaceae, Penicillium roqueforti,, NC_027416
Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, , Pseudeurotiaceae, Pseudogymnoascus pannorum,, NC_027422
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Torulaspora delbrueckii,, NC_027433
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Torulaspora pretoriensis,, NC_027457
Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Saccharomycetaceae, Torulaspora franciscae,, NC_027458
